ticket_id,created_date,ticket_text,product_name,product_segment,ticket_category,priority,sentiment,confidence_score,escalated,resolution_text,resolved_date,resolution_days,auto_resolved,customer_satisfaction_score
TKT109485,2023-05-30,Delivery partner is not picking up calls for order #ORD1423359. I need to receive my curtains urgently.,curtains,Home & Kitchen,Delivery Issue,High,Very Negative,0.77,Yes,Replacement dispatched with priority shipping. New tracking ID shared via SMS.,2023-06-03,4,No,2
TKT109486,2023-12-08,PhonePe payment for non-stick pan order #ORD6931425 was debited but transaction shows failed on your end.,non-stick pan,Home & Kitchen,Payment Issue,High,Very Negative,0.77,Yes,Net banking failure confirmed with bank. Refund initiated from our end.,2023-12-15,7,No,2
TKT109487,2023-12-25,The cookbook I ordered (#ORD5253445) has a different brand name than what was listed. Possible fraud.,cookbook,Books & Education,Seller & Product Listing,High,Negative,0.91,No,Seller listing flagged for review. Customer compensated with ₹4516 coupon.,2023-12-29,4,No,4
TKT109488,2024-07-16,My bluetooth speaker from order #ORD2551263 appears to be counterfeit/fake. Not the original brand.,bluetooth speaker,Electronics,Product Issue,High,Very Negative,0.83,Yes,Safety concern escalated on priority. Product recalled from customer.,2024-07-19,3,No,1
TKT109489,2023-05-14,Delivery was done to a neighbor without my consent for order #ORD5667315 (refrigerator).,refrigerator,Electronics,Delivery Issue,Medium,Slightly Negative,0.93,No,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2023-05-17,3,No,5
TKT109490,2023-12-19,Refund status for pressure cooker order #ORD9643053 still shows processing after 12 business days.,pressure cooker,Home & Kitchen,Refund & Return,Medium,Slightly Negative,0.73,No,Refund credited to store wallet as per customer preference.,2023-12-23,4,No,5
TKT109491,2023-12-18,My gaming console return for order #ORD3485197 has been in transit for 4 days. Worried it's lost.,gaming console,Electronics,Refund & Return,High,Negative,0.83,Yes,Replacement dispatched without requiring return of defective item.,2023-12-22,4,No,3
TKT109492,2024-04-30,My order history is showing blank. Cannot see any of my past 2 orders.,denim jeans,Fashion,Account & Login,Medium,Neutral,0.65,No,Account deletion request accepted. All data removed within 30 days.,2024-05-03,3,No,4
TKT109493,2023-10-17,The cooking oil received in order #ORD6990537 has scratches and dents. Looks like a returned/used item.,cooking oil,Grocery & Health,Product Issue,High,Very Negative,0.7,Yes,Counterfeit product complaint escalated to brand protection team.,2023-10-21,4,No,3
TKT109494,2023-07-14,Store credit issued for puzzle set return (order #ORD7628754) but I wanted cash refund to my bank.,puzzle set,Toys & Games,Refund & Return,Medium,Neutral,0.88,No,Return pickup scheduled for next business day. Refund post quality check.,2023-07-15,1,No,4
TKT109495,2024-02-19,The price of sunglasses I ordered (#ORD5846591) was changed after I placed the order. This is not acceptable.,sunglasses,Fashion,Seller & Product Listing,High,Negative,0.9,No,Counterfeit complaint forwarded to brand protection and legal team.,2024-02-20,1,No,3
TKT109496,2024-10-09,I received a completely damaged face mask in order #ORD9407550. The packaging was torn and the item is unusable.,face mask,Beauty & Personal Care,Delivery Issue,High,Very Negative,0.81,Yes,Delivery rescheduled as per customer's preferred slot. Partner notified.,2024-10-13,4,No,3
TKT109497,2023-05-22,Size/color of nail polish in order #ORD6751592 does not match what was shown on the website.,nail polish,Beauty & Personal Care,Product Issue,Medium,Neutral,0.72,No,Missing accessory shipped separately at no additional cost.,2023-05-31,9,No,5
TKT109498,2023-01-29,Package for order #ORD4828829 containing dining table was left outside and appears to have been stolen.,dining table,Home & Kitchen,Delivery Issue,High,Negative,0.91,No,Partial delivery issue resolved. Missing items shipped separately.,2023-02-01,3,No,2
TKT109499,2024-11-27,I initiated a return for atta (wheat flour) (order #ORD7628876) over a week ago. No pickup has been scheduled yet.,atta (wheat flour),Grocery & Health,Refund & Return,Medium,Neutral,0.97,No,Seller notified of return in transit. Refund released on priority basis.,2024-12-07,10,No,3
TKT109500,2023-04-08,Wrong variant of kitchen knife set delivered in order #ORD4872634. I ordered 128GB but got 64GB.,kitchen knife set,Home & Kitchen,Product Issue,High,Very Negative,0.95,No,Missing accessory shipped separately at no additional cost.,2023-04-12,4,No,1
TKT109501,2024-03-10,I cannot add a new delivery address. The save button doesn't respond in the app.,cricket bat,Sports & Fitness,Account & Login,Low,Neutral,0.79,No,Subscription benefits restored after backend sync with billing team.,2024-03-13,3,No,4
TKT109502,2024-07-06,Fake reviews on the children's storybook I bought misled me into purchasing. Quality is very poor.,children's storybook,Books & Education,Seller & Product Listing,Medium,Slightly Negative,0.69,No,Seller listing flagged for review. Customer compensated with ₹9009 coupon.,2024-07-14,8,No,3
TKT109503,2023-05-13,My payment for kitchen knife set order #ORD4418972 failed but money was deducted from my bank account.,kitchen knife set,Home & Kitchen,Payment Issue,High,Negative,0.97,No,Currency mismatch corrected. Differential amount of ₹2099 refunded.,2023-05-18,5,No,1
TKT109504,2024-01-15,Order #ORD3951464 shows 13 attempts but nobody came. My soft toy is still not delivered.,soft toy,Toys & Games,Delivery Issue,Medium,Neutral,0.94,No,Lost package claim filed. Refund of ₹8880 processed within 5-7 business days.,2024-01-24,9,No,4
TKT109505,2023-11-22,My turmeric powder (order #ORD9396549) stopped charging after 5 days. Battery won't hold charge at all.,turmeric powder,Grocery & Health,Product Issue,High,Negative,0.81,Yes,Used/refurbished item confirmed. Full refund + ₹2198 compensation issued.,2023-11-28,6,No,3
TKT109506,2023-12-09,My rice from order #ORD5677273 was delivered to the wrong address. I can see it on the map.,rice,Grocery & Health,Delivery Issue,High,Negative,0.93,No,Partial delivery issue resolved. Missing items shipped separately.,2023-12-11,2,No,4
TKT109507,2024-07-19,The sunscreen in order #ORD1619503 has visible manufacturing defects. Needs immediate replacement.,sunscreen,Beauty & Personal Care,Product Issue,High,Negative,0.92,No,Used/refurbished item confirmed. Full refund + ₹479 compensation issued.,2024-07-24,5,No,1
TKT109508,2024-10-22,The lipstick I received in order #ORD4025899 stopped working after just 4 days of use.,lipstick,Beauty & Personal Care,Product Issue,High,Negative,0.83,Yes,Replacement lipstick dispatched after quality team verification.,2024-10-25,3,No,3
TKT109509,2024-11-09,My account is blocked/suspended without any explanation. I have not violated any policy.,foundation,Beauty & Personal Care,Account & Login,High,Negative,0.73,Yes,Session persistence bug escalated to tech team. Temporary fix applied.,2024-11-10,1,No,3
TKT109510,2024-02-12,My order history is showing blank. Cannot see any of my past 8 orders.,science kit,Toys & Games,Account & Login,Medium,Neutral,0.84,No,Account secured. All suspicious sessions terminated. 2FA enabled.,2024-02-17,5,No,5
TKT109511,2023-07-23,My socks (order #ORD9099931) smells strange and appears to have been used before. Not new.,socks,Fashion,Product Issue,Medium,Neutral,0.68,No,Compatibility issue noted. Full refund processed. Listing updated.,2023-07-25,2,No,3
TKT109512,2024-03-21,I was charged in USD instead of INR for my children's storybook order #ORD4632982. Currency conversion not expected.,children's storybook,Books & Education,Payment Issue,High,Negative,0.88,Yes,Wallet deduction of ₹4947 reversed. Correct payment link resent.,2024-03-24,3,No,4
TKT109513,2023-03-11,I need to change the delivery address for my power bank order #ORD6199912 before it is dispatched.,power bank,Electronics,Delivery Issue,Low,Neutral,0.68,No,Lost package claim filed. Refund of ₹2719 processed within 5-7 business days.,2023-03-21,10,No,4
TKT109514,2024-07-26,Delivery was done to a neighbor without my consent for order #ORD9949136 (fitness tracker).,fitness tracker,Sports & Fitness,Delivery Issue,Medium,Neutral,0.94,No,Lost package claim filed. Refund of ₹8574 processed within 5-7 business days.,2024-08-05,10,No,3
TKT109515,2024-11-25,Seller of my robot vacuum (order #ORD9775434) shipped the item late by 14 days without any notice.,robot vacuum,Electronics,Seller & Product Listing,Medium,Neutral,0.7,No,Platform mediated the dispute. Refund of ₹2233 issued to customer.,2024-11-26,1,No,3
TKT109516,2024-12-30,The bedsheet set in order #ORD8708177 has no warranty card or any documentation included.,bedsheet set,Home & Kitchen,Product Issue,Low,Positive,0.97,No,Used/refurbished item confirmed. Full refund + ₹8096 compensation issued.,2025-01-08,9,Yes,4
TKT109517,2024-08-19,My science kit order #ORD8450783 has been out for delivery since morning but still hasn't reached me.,science kit,Toys & Games,Delivery Issue,Medium,Neutral,0.99,No,Lost package claim filed. Refund of ₹8305 processed within 5-7 business days.,2024-08-22,3,No,5
TKT109518,2024-05-16,Package for order #ORD9077562 containing toner was left outside and appears to have been stolen.,toner,Beauty & Personal Care,Delivery Issue,High,Negative,0.66,Yes,Mis-delivery case raised. Correct address flagged for re-dispatch.,2024-05-17,1,No,1
TKT109519,2024-02-09,Seller of my storage rack (order #ORD1033037) shipped the item late by 2 days without any notice.,storage rack,Home & Kitchen,Seller & Product Listing,Medium,Slightly Negative,0.95,No,Partial order issue resolved. Remaining items shipped or refunded.,2024-02-13,4,No,3
TKT109520,2023-04-27,The storage rack in order #ORD8146501 has no warranty card or any documentation included.,storage rack,Home & Kitchen,Product Issue,Low,Neutral,0.9,No,Compatibility issue noted. Full refund processed. Listing updated.,2023-05-02,5,Yes,4
TKT109521,2023-02-14,My payment for coffee beans order #ORD4841106 failed but money was deducted from my bank account.,coffee beans,Grocery & Health,Payment Issue,High,Negative,0.73,Yes,Net banking failure confirmed with bank. Refund initiated from our end.,2023-02-19,5,No,2
TKT109522,2024-09-25,I returned instant noodles (order #ORD1748285) but received the wrong item back instead of a refund.,instant noodles,Grocery & Health,Refund & Return,High,Negative,0.83,Yes,Return policy exception granted. Full refund approved by senior team.,2024-09-29,4,No,1
TKT109523,2024-02-25,Two accounts were created with the same email address. I need them merged.,electric toothbrush,Electronics,Account & Login,Low,Neutral,0.72,No,OTP delivery fixed. Mobile number updated successfully.,2024-02-29,4,No,5
TKT109524,2023-01-16,My badminton racket return for order #ORD4699030 has been in transit for 6 days. Worried it's lost.,badminton racket,Sports & Fitness,Refund & Return,Medium,Slightly Negative,0.66,No,Return pickup scheduled for next business day. Refund post quality check.,2023-01-18,2,No,5
TKT109525,2024-01-14,My kajal return for order #ORD1683161 has been in transit for 9 days. Worried it's lost.,kajal,Beauty & Personal Care,Refund & Return,Medium,Neutral,0.71,No,Quality check review overridden. Refund of ₹1423 processed.,2024-01-18,4,No,4
TKT109526,2024-07-27,My tracking for order #ORD3896573 shows delivered but I never received my gym wear. Please investigate.,gym wear,Fashion,Delivery Issue,High,Very Negative,0.97,No,Mis-delivery case raised. Correct address flagged for re-dispatch.,2024-07-31,4,No,4
TKT109527,2024-01-06,I returned my dry fruits pack via courier as instructed for order #ORD5612500 but the seller claims not received.,dry fruits pack,Grocery & Health,Refund & Return,High,Very Negative,0.96,No,Duplicate charge of ₹1476 reversed immediately to original payment source.,2024-01-12,6,No,2
TKT109528,2023-01-08,I can't add my new card to buy my cycling helmet. Getting error code ERR298 at checkout.,cycling helmet,Sports & Fitness,Payment Issue,Medium,Slightly Negative,0.83,No,Corrected GST invoice with accurate GSTIN issued and emailed.,2023-01-17,9,No,5
TKT109529,2023-10-14,I want to exchange my non-stick pan (order #ORD5804295) for a different size. Exchange option is missing.,non-stick pan,Home & Kitchen,Refund & Return,Low,Positive,0.79,No,Duplicate charge of ₹3790 reversed immediately to original payment source.,2023-10-17,3,No,5
TKT109530,2024-02-14,All my saved addresses were deleted from my account. I had 13 saved addresses.,storage rack,Home & Kitchen,Account & Login,Medium,Neutral,0.89,No,Loyalty points restored after audit confirmed erroneous deduction.,2024-02-16,2,No,3
TKT109531,2023-11-13,Wrong variant of foundation delivered in order #ORD2941676. I ordered 128GB but got 64GB.,foundation,Beauty & Personal Care,Product Issue,High,Very Negative,0.84,Yes,Counterfeit product complaint escalated to brand protection team.,2023-11-19,6,No,1
TKT109532,2023-03-28,Wrong item delivered for order #ORD6915223. I ordered a body lotion but got something entirely different.,body lotion,Beauty & Personal Care,Delivery Issue,High,Negative,0.87,Yes,Mis-delivery case raised. Correct address flagged for re-dispatch.,2023-04-04,7,No,3
TKT109533,2024-10-06,I cannot apply filters on the photo frame category page. The filter panel doesn't load.,photo frame,Home & Kitchen,App & Website Issue,Low,Neutral,0.91,No,App cache clear resolved the issue. Customer guided through fix.,2024-10-08,2,Yes,5
